微博正文,发布位置,话题,转发数,评论数,点赞数,发布时间,省,市
逛街逛到安踏店，随便买了两件衣服，结账的时候说起新疆棉的事，导购问为什么不买李宁，我说有xz代言，就不想送钱。然后导购问xz怎么了，我说：你是他粉丝？导购说不是，然后我说xz粉举报了好多圈子，很多骚操作，她说：那也跟xz没关系啊，那些都是黑粉。说到这儿我就懂了我是脑阔打铁，平时不穿运动装还去买，一起逛的同事都觉得我买来没用。我已经尽量避开了，还是沾了,,,0,8,1,2021-04-05 15:23:00,,
OOTD｜姆们新疆棉也太舒服了8这件棉T也太舒服了，新疆棉真香颜色纠结了好久，椰奶白是真不错非常高级的颜色，百搭又干干净净夏天穿也是清清爽爽的女孩子👧🪡手感滑滑的，穿上竟是裸感...（羞估计出汗也不怕了，透气性应该不错子樱花粉🌸考虑要不要也收入囊中不管，今天劳资最美（尽管素颜@BOSS米我要#初春ootd#,北京,初春ootd,1,1,1,2021-04-05 15:20:00,,
#惠风十里，花漾蒙山#假期的最后一天，蒙山人气不减、精彩不断！好玩的好看的好吃的，带你一起度过快乐假期！#蒙山大型扭蛋机赢钻石##蒙山送国潮棉衫支持新疆棉#,,"惠风十里，花漾蒙山,蒙山大型扭蛋机赢钻石,蒙山送国潮棉衫支持新疆棉",0,0,1,2021-04-05 15:14:00,,
Hollister也抵制新疆棉吗,,,0,1,0,2021-04-05 15:08:00,,
自从新疆棉的事情以后我的穿衣风格只有一个那就是汉奸套装[牛牛哒]谁来救救我我绝望了谁对本人的汉奸套装有意见请原价折给我钱买新衣服,,,0,2,3,2021-04-05 15:08:00,,
妈的身边有些人真贱，说着支持新疆棉，抵制hm，抵制nk。转手就在微商平台买假鞋，“假鞋不是国货吗”当一件事物没有了热度和热潮就没有了吸引力。恨的也不是你穿假鞋，是你穿了假鞋还在显摆脚下的那个勾。就......蛮无语的,嘉兴,,1,1,5,2021-04-05 15:07:00,,
#外国网友实拍体验新疆种棉花#新疆棉是最好的棉花，当之无愧！,,外国网友实拍体验新疆种棉花,0,0,0,2021-04-05 15:06:00,,
在ur转了一圈没看到想买的路过zara看了一眼门庭寥落然后直接地铁到了美邦好家伙新疆棉以后我的选择已经没啥选择了,,,0,4,0,2021-04-05 15:00:00,,
关于新疆棉花，我感觉反应有些过了，买个衣服就先标明是新疆棉，总感觉很浮夸，把新疆棉花这件事儿当做了消费，给自己牌子蹭热量；很是反感这种不买就不爱国的道德绑架，影响心情,,,0,0,0,2021-04-05 14:45:00,,
不懂就问，bci新疆棉事件除了hm被明确制裁，明星被民意绑架强行解约，搞出了千万级别的转发，让李宁成为热点被爆炒外。有没有达成什么成规模的、实质性的制裁和效果？今天出去逛街，发现人家还是店铺照开，人流照有。躁动过后除了文艺从业者受到了损失，还有没有其他的责任方切实感到了疼痛？,,,0,5,19,2021-04-05 14:42:00,,
福州宜家刚开现在倒闭还来得及吗不仅是最早拒绝用新疆棉的品牌，还是那什么造谣我们压迫劳动的组织bci创始人之一，笑死人了，难怪你们枕头质量不好，原来是没用我们中国新疆棉,,,0,7,11,2021-04-05 14:41:00,,
现在买衣服先查一查品牌有没有抵制新疆棉，阿迪耐克匡威安德玛几个常买的运动品牌是不能买了，再好看再打折也不买了。嗯，Fila中国和李宁吧,,,0,20,16,2021-04-05 14:40:00,,
#外国网友实拍体验新疆种棉花#新疆棉是最好的棉花之一，小调查：你身上什么衣物用到了新疆棉？你身上什么衣物用到了新疆棉？,,外国网友实拍体验新疆种棉花,0,0,0,2021-04-05 14:39:00,,
#外国网友实拍体验新疆种棉花#新疆棉是最好的棉花之一，小调查：你身上什么衣物用到了新疆棉？你身上什么衣物用到了新疆棉？,,外国网友实拍体验新疆种棉花,0,0,0,2021-04-05 14:39:00,,
一个可以不为新疆棉发声的人，陈冠希，还解除了与耐克合作，这个男人一直很刚。其实他真的是一个非常遗憾的演艺圈遗珠，当年的事件，该谴责的是泄露的人，他背负着世人的唾骂，太不容易了，好在他现在家庭幸福事业有成，祝福他。,,,0,0,0,2021-04-04 18:40:00,,
"邱毅说2021-04-04美欧用新疆棉攻击大陆,台湾朝野盲目呼应!大家直接访问论坛网址qimila.cool即可!",,,0,0,0,2021-04-04 18:39:00,,
#鸿星尔克力挺新疆棉#,,鸿星尔克力挺新疆棉,0,0,0,2021-04-04 18:35:00,,
我出耐克！我支持新疆棉！Peaceandlove!😁,,,0,0,0,2021-04-04 18:26:00,,
巴黎世家涉嫌辱华DG涉嫌辱华HM耐克恶意抵制新疆棉某恶臭网友：是你们中国人太敏感我不经想了一下，按这种节奏，接下来是不是，辱华没有错，错的是我们自己，得自我反思一下，为什么会被辱华？然后改一改？求求他们不辱华？,,,25,24,175,2021-04-04 18:26:00,,
#如何看待炒鞋热蔓延至国货#因为新疆棉事件，终于关注了国货。但是现在这一波兴起的炒鞋，真的把市场搞得乌烟瘴气。我想，炒安踏、李宁的这波人，也是炒耐克鞋那波。能炒起来，本身就是利用供求不平衡搞的。无论炒什么，我们消费者理性点就好，买不到就等等，或者换替代品。也不要想着加入炒鞋大军，这种东西说不准什么时候就泡沫了，接盘侠也多。,,如何看待炒鞋热蔓延至国货,0,2,2,2021-04-04 18:16:00,,
"两岸ING2021-04-04从战狼外交到「新疆棉」,其实大陆早有布局?大家直接访问论坛网址qimila.cool即可!",,,0,0,0,2021-04-04 18:16:00,,
我在看：【新疆棉成试金石，侮辱军人的李娜彻底翻车，“狂言”的李湘遭报应】#跟新浪看热点#O新疆棉成试金石，侮辱军人的李娜彻底翻车，“狂言”的李湘遭报应,,跟新浪看热点,0,0,0,2021-04-04 18:15:00,,
好不容易想逛个街去买条裙裙，张大哥夸克一下看哈抵制新疆棉有哪些品牌，进去都把我拖出来了！！,,,0,2,2,2021-04-04 18:06:00,,
补新卷啦，男生t恤来康康吧【14.9】ozm新疆棉短袖男士t恤拍三件44，合14.6/件更合算💥100%新疆长绒棉滴，吸汗透气🍃M-4XL所有样式一个价，百搭T恤，夏天多拍点换着穿，这个价格穿一季不要了也不心疼，姐妹们拍个大号当睡裙穿也可以,,,0,2,16,2021-04-08 12:10:00,,
#2021FASHIONIDOL全国展演2021最新最热儿童顶级秀场GUCCI-BURBERRY-MOSCHINO-KENZO模特火热招募中!!!!!!身高要求：110-155cm#支持新疆棉的国货品牌##瞬间开心的办法##清明时节各地都吃什么##热恋期情侣能有多离谱##这就是要组团学车的原因##支持新疆棉的国货品牌##随手拍身边的春天#,邵阳,,0,0,0,2021-04-08 12:09:00,,
【新疆棉】纯棉男女情侣潮流T桖【14.9】上百万条好评推荐，30款*3色，共90款可选，M-4XL码，95-220斤可穿，百分百纯棉，不掉色不起球，类目第1男装长短袖，品质真的棒。,,,0,1,1,2021-04-08 12:07:00,,
YNO童袜，精选优质新疆棉，柔软透气亲肤，色彩上选择真的困难症犯了低筒中筒连裤款式全都有，搭配了几套look,,,0,8,4,2021-04-08 12:06:00,,
【新疆棉花中国心】我家布料店都是以新疆棉为原料，生意好得很-天山网-新疆新闻门户O网页链接,,,1,0,0,2021-04-08 12:04:00,,
支持国货，支持新疆长绒棉#李宁把新疆棉写在标签上#,,李宁把新疆棉写在标签上,0,2,0,2021-04-08 12:03:00,,
支持新疆棉,,,0,0,0,2021-04-08 11:55:00,,
洁.丽.雅新疆棉/毛.巾2条【10.1起】0A类婴儿认证，柔软性吸水性都不错,,,0,2,2,2021-04-08 11:54:00,,
好价补新💦【14.9】ozm新疆棉短袖男士t恤入三件44更合蒜⚡m-4xl可选100%新疆长绒棉🌿有超多样式！透气又吸汗百搭T恤可以多入几件换洗做家居服也🉑,,,0,2,2,2021-04-08 11:48:00,,
报应来了！新疆棉幕后黑手许秀中终遭报应下场凄惨！人的眼是黑的，心是红的。一旦眼睛红了，心就黑了！...[米尔军事]O报应来了！新疆棉幕后黑手许秀中终遭报应下场凄惨！,,,0,1,5,2021-04-08 11:47:00,,
【#新疆棉背后：反击西方的“非传统战争”#–港媒讲述：新疆棉风暴背后北京反击西方的“非传统战争”，亮点频现！】O网页链接（分享自@搜狐新闻客户端）,,新疆棉背后：反击西方的“非传统战争”,0,0,1,2021-04-08 11:40:00,,
#欧扎克#你问我早饭吃什么？当然是欧扎克@欧扎克OCAK啦！方便又健康！你问我用什么泡？当然是蒙牛啦@牛蒙蒙官方微博！你问我今天穿什么？当然是选择用新疆棉的国产潮牌@李宁官方微博啦！还有午饭晚饭也安排了@满汉大餐@开小灶官方微博！哦对了，你要是打扫卫生的话，当然缺不了@石头科技！出门一定记得戴墨镜啊@MOLSION陌森眼镜！要是路过@ROSEONLY诺誓，就买一朵花花犒劳辛苦的自己吧！,,欧扎克,0,1,1,2021-04-08 11:39:00,,
#新疆棉中国心#你们想要砸我们的饭碗，我们农民绝不答应L小疆有话说的微博视频,,新疆棉 中国心,761,590,529,2021-04-12 11:14:00,,
#新疆棉中国心#我爱家乡的棉花L小疆有话说的微博视频,,新疆棉 中国心,154,75,175,2021-04-12 11:13:00,,
#新疆棉中国心#我制作棉织品十几年，自己喜欢干又能赚上钱L小疆有话说的微博视频,,新疆棉 中国心,101,61,220,2021-04-12 11:11:00,,
#新疆棉中国心#新疆棉花不容抹黑玷污，请点击以下链接了解↓O新疆棉花不容抹黑玷污（来源：石榴云/新疆日报）,,新疆棉 中国心,2,0,1,2021-04-12 11:10:00,,
#新疆棉中国心#我们新疆的生活越来越好，不需要你们指指点点L小疆有话说的微博视频,,新疆棉 中国心,45,15,50,2021-04-12 11:09:00,,
#推文#低头认错！新疆棉“始作俑者”许秀中不再反驳？悲惨下场大快人心_【快资讯】O网页链接。#流言究竟有多可怕#这类人很可怕！,,"推文,流言究竟有多可怕",0,0,0,2021-04-12 11:02:00,,
#新闻看点#此前，BCI成员之一的阿迪达斯等品牌因拒绝使用新疆棉引众怒，陈奕迅力挺新疆棉，与代言10年的Adidas做切割，他与其他艺人身分不同的是，其他人仅是大陆或大中华区某系列代言人，而他是全球代言人。...O陈奕迅解约后其妻子疑出售adidas联名款惹争议,,新闻看点,0,0,1,2021-04-12 10:57:00,,
O.C.E.Newarrival|新疆棉系列T恤，限定上市！,,,0,0,0,2021-04-12 10:53:00,,
芬腾新疆棉内裤质量非常好，活动不多这次一盒4条装，券后39.9折合9.9一条！超好价！,,,0,1,0,2021-04-12 10:38:00,,
#新疆棉中国心##奇台正能量#【带你了解新疆棉花从种植采摘到销售的过程】来自巴州焉耆县的祖丽胡玛·艾尼娃尔带大家一起去看看新疆棉花从种植、采摘到销售的过程，快和小疆一起看看吧！O带你了解新疆棉花从种植采摘到销售的过程,,"新疆棉 中国心,奇台正能量",0,0,2,2021-04-12 10:29:00,,
加入购物车好久了，一直狠不下心，再遇上抵制新疆棉事件，又缓了一下，刚好朋友说某牌子中国官方发表了道歉，反正我还没见到，就选择入手，毕竟事端还没过去，选择发个盒子凑图,,,0,0,0,2021-04-12 10:28:00,新疆维吾尔自治区,乌鲁木齐市
#新疆棉中国心#我们的棉花都是机械化作业，哪里有强迫劳动？O网页链接,,新疆棉 中国心,0,0,0,2021-04-12 10:28:00,,
#新疆棉中国心#新疆棉花不允许你们抹黑O网页链接,,新疆棉 中国心,0,0,0,2021-04-12 10:27:00,,
#新疆棉中国心#我为新疆棉花点个赞O网页链接,,新疆棉 中国心,0,0,0,2021-04-12 10:27:00,,
#新疆棉中国心##奇台正能量#【棉农：你们的谎言将遭到世人的唾弃！】阿不力米提·托合提每年种植50多亩棉花地，年收入十万元，他生活得很幸福。他说：“棉花从播种到采收都是机械化，怎么样‘强迫劳动’？现在我们新疆人民特别幸福，安居乐业，那些说谎的人快闭嘴吧！”O棉农：你们的谎言将遭到世人的唾弃！,,"新疆棉 中国心,奇台正能量",1,0,1,2021-04-12 10:27:00,,
#新疆棉中国心#我们公司的服装布料都是用新疆棉花制成的，质量很好O网页链接,,新疆棉 中国心,0,0,0,2021-04-12 10:26:00,,
新疆棉行至少袜子真的舒服,,,0,0,0,2021-04-12 10:26:00,,
陈奕迅解约之后，其妻子店铺上架阿迪达斯联名款。此前，“新疆棉事件”在国内引起了众怒，BCI成员之一的#阿迪达斯#也遭受了解约风波。在这个时候，#陈奕迅#也站出来力挺新疆棉，与代言10年的阿迪达斯做切割。要知道，陈奕迅可是品牌全球代言人，此举之后，他或许将承担高达6000万人民币的巨额违约金。但就在陈奕迅表态之后，网友发现其妻子#徐濠萦#的态度却是暧昧不明。据悉，徐濠萦在社交平台上不仅晒出了一张穿着#NIKE#的照片，其经营的店铺也在贩售阿迪达斯与#迪士尼#联名的商品。夫妻俩这截然不同的态度，是什么回事呢？,,"阿迪达斯,陈奕迅,徐濠萦,NIKE,迪士尼",0,2,3,2021-04-12 10:24:00,上海市,
【✨14.9】ozm新疆棉男士短袖T恤炒鸡多的款式可选，纯棉材质的，都是简单又百搭的款式，夏天真的可以囤个四五件换洗，而且这次的码数也比较齐全，快给你家大猪蹄子安排上！！,,,0,1,0,2021-04-13 11:25:00,,
#新疆棉中国心#【我们靠自己的双手赚钱停止你们的胡说八道】O网页链接,,新疆棉 中国心,1,0,0,2021-04-13 11:20:00,,
#新疆棉中国心#【新疆棉花最棒，我们不允许任何人诋毁】O网页链接,,新疆棉 中国心,0,0,0,2021-04-13 11:19:00,,
#新疆棉中国心##奇台正能量#【我们的棉花又白又温暖，生活离不开它】新疆和静县的艾则·艾买尔夫妇开花圃年收入达七八万，除此之外他们还种地、做生意，生活一年比一年好。他们表示：所谓的强迫劳动是不可能存在的事情，我们少数民族很自由。他们想往我们脸上抹黑、破坏民族团结、破坏我们的幸福生活，那是不可能实现的。O我们的棉花又白又温暖，生活离不开它,,"新疆棉 中国心,奇台正能量",0,0,2,2021-04-13 11:18:00,,
#新疆棉中国心#【我们机械化播种场面挺壮观的】O网页链接,,新疆棉 中国心,0,0,0,2021-04-13 11:16:00,,
#新疆棉中国心#【说谎的人终将自食其果】O网页链接,,新疆棉 中国心,0,0,0,2021-04-13 11:15:00,,
#新疆棉中国心#【我们的好日子不容破坏】O网页链接,,新疆棉 中国心,0,0,0,2021-04-13 11:14:00,,
#新疆棉中国心#【幸福像丰收的棉花一样】O网页链接,,新疆棉 中国心,0,0,0,2021-04-13 11:13:00,,
#新疆棉中国心#【拆穿谎言继续过幸福日子】O网页链接,,新疆棉 中国心,0,0,0,2021-04-13 11:12:00,,
#新疆棉中国心#我们靠着自己的双手过上了幸福的生活。,,新疆棉 中国心,0,0,0,2021-04-13 11:10:00,,
#五月中内地居民赴港豁免14天检疫#1，我想说港府效率真高2，你每天多少病例心里没点13数吗？谁会过去？3，看看你们街头现在还有拿着广播黑新疆棉的年轻的港蛆，我怕跟他干起来被围殴揍死,,五月中内地居民赴港豁免14天检疫,0,0,4,2021-04-13 11:08:00,,
#日本政府正式决定福岛核废水排海#知小礼而无大义。事态上升到全人类的时候反而不如新疆棉重要了,,日本政府正式决定福岛核废水排海,0,2,0,2021-04-13 11:05:00,,
除了不用新疆棉的品牌竟没有我买的起的了,武汉·武汉工程科技学院,,0,1,1,2021-04-13 11:05:00,,
在不久前刚刚发现的新疆棉事件中，#如涵#也给出了自己的态度，组织了新疆棉公益直播专场，直播间里都是采用新疆棉为原材料的商品，还有一些来自新疆的美食，支持中国好棉花，不少粉丝都在直播间纷纷点赞，表示力挺新疆棉力挺中国造。如涵会继续为中国纺织业添砖加瓦，尽自己的一份力量，可以说是非常正能量了。,,如涵,145,50,242,2021-04-13 11:01:00,新疆维吾尔自治区,乌鲁木齐市
🚨格式宠爱细节❸门票、新疆棉棉花胸针、内服尝鲜棉花花语：珍惜身边人！！,,,0,0,0,2021-04-13 10:53:00,新疆维吾尔自治区,自治区直辖县级行政区划
怕是🇯🇵🇺🇸早就私底下做好交易了吧这么明目张胆的事视而不见抓着新疆棉不放？还看到给🇯🇵洗的真的是给我气死,,,0,0,1,2021-04-13 10:40:00,,
#娱乐##电视剧大赏#新疆棉风波下，曾代言李宁被嘲“傻”的华晨宇，现如今成最大赢家L欣欣生活vlog的微博视频,,"娱乐,电视剧大赏",0,0,0,2021-04-13 10:36:00,,
#日本政府正式决定福岛核废水排海#不要脸绝了，这可不是一个国家的灾难了这直接是全人类的灾难，🇯🇵政府脑子多少有点病，欧美某些国家将目光投向了“抵制新疆棉”，而对日本全人类的核灭绝却视而不见,,日本政府正式决定福岛核废水排海,0,0,1,2021-04-13 10:34:00,,
#新疆棉中国心#【“无人”机播！带你去精河县看棉花春播~】#我为新疆棉花正名#4月6日，在博尔塔拉蒙古自治州精河县鑫祥合种植专业合作社的棉田里，装有北斗卫星导航系统的无人驾驶播种机按照预先设定的播种线路进行精量播种。今年，精河县全面推广“宽早优”一膜三行棉花精量播种技术，将原先的一膜六行调整为一膜三行，株距从9厘米调整为7厘米，通过减少棉花种植密度，增加通风、透光性，提高棉花保苗质量和棉花产量。据了解，今年精河县将播种棉花面积92万亩，预计在4月底完成播种作业。L天山网的微博视频,,"新疆棉 中国心,我为新疆棉花正名",0,0,1,2021-04-13 10:30:00,,
#新疆棉中国心#我制作棉织品十几年，自己喜欢干又能赚上钱L小疆有话说的微博视频,,新疆棉 中国心,2,1,1,2021-04-13 10:29:00,,
新疆棉我们最牛,,,0,0,0,2021-03-31 22:16:00,,
#HM最新回应#这发的还不如不发…想提供可持续的衣服先管好自己把自己的衣服生产的可以穿超过一年吧用不起就用不起，还硬要说不要买新疆棉,,HM最新回应,0,0,0,2021-03-31 22:15:00,,
Ozm新疆棉短袖（14.9）,,,0,1,0,2021-03-31 22:14:00,,
上次吃港丽还是在小学&今日也有支持国产品牌u1s1真好看10min结账*2我本人#李宁把新疆棉写在标签上#,北京,李宁把新疆棉写在标签上,0,0,17,2021-03-31 22:11:00,,
#HM在华关闭约20家门店#抵制力度还不够，继续加大，直到破产退出中国市场为止。中国有自己的品牌以及新疆棉就已经足够了，用不着国外的品牌以及棉花。,保山·施甸县,HM在华关闭约20家门店,0,0,6,2021-03-31 22:10:00,,
"知乎有一一个问题很火，人活在世上，为什么一定要努力?高赞网友的答案都很温馨。有人想努力攒钱给女朋友买一-件好看的旗袍。有人想在家人重病时，给他们用一点不走医保的进口药。有人说:“我喜欢的东西都很贵,我想去的地方都很远，我爱的人都超完美。”似乎所有的答案都指向一一个观点。人之所以要努力，是为了要把命运攥在自己手里。#绿植领养##人一闲下来都在想什么##副业##一张支持新疆棉的大长图#mos#创业##MOS##我为什么支持新疆棉#",鄂尔多斯,"绿植领养,人一闲下来都在想什么,副业,一张支持新疆棉的大长图,创业,MOS,我为什么支持新疆棉",0,0,1,2021-03-31 22:10:00,,
支持新疆棉我穿小棉花🤓,,,0,5,1,2021-03-31 22:08:00,,
国产运动品牌推荐～一起支持国货！#好物推荐##服饰搭配##支持新疆棉的国货品牌#LSasha夏莎_的微博视频,,"好物推荐,服饰搭配,支持新疆棉的国货品牌",1,1,13,2021-03-31 22:05:00,,
两个娃从出生到现在我给他们买鞋基本都是耐克、新疆棉事件后、我给小猫买的第一双李宁、希望国货崛起、我爱我的祖国。,榆林,,1,2,7,2021-03-31 22:05:00,,
用行动支持新疆棉,,,0,0,0,2021-03-31 22:04:00,,
多地收紧少数民族高考加分：少锦上添花、多雪中送炭。新疆棉还弹，@中国政府网教育部这个时是几个意思？难道想里应外合？O多地收紧少数民族高考加分：少锦上添花、多雪中送炭,,,0,0,0,2021-03-31 22:04:00,,
85花红起来的时候，人们关注点还是作品，但是这几年，粉丝撕的最多的却是红毯礼服逼格。偶像的高定、大牌杂志封面、时尚圈地位，这一切为何成了吹嘘重点？看完洪晃昨天发的“新疆棉背后的时尚脏水”，原因终于明了。洪晃说的意思，大概就是现在国内有影响力的杂志，基本都是国外的，所以在制定时尚标准、审美上，本土杂志没什么话语权。所以明星活动穿的礼服，自然就会去追求这些杂志认可的高定。然后活动上再出几张明星大合照，粉丝又容易陷入攀比，高定礼服就这样越来越火。说实话，顶尖的原材料、技术我们都有，就是缺乏本土大牌杂志去推动，还有好的设计。不管怎么说，这种情况也不是一朝一夕能改变的，目前可以做的就是粉丝少围绕高定整天吵来吵去。女星们也可以学学孙俪，多关注作品，少去攀比大牌礼服。#冒个泡#,,冒个泡,65,75,445,2021-03-31 22:01:00,,
发布了头条文章：《原本面临退市风险，因为H&M拒绝新疆棉，这2家公司或脱离困境？》O原本面临退市风险，因为H＆M拒绝新疆棉，这2家公司或脱离困境？,,,0,0,0,2021-03-31 22:00:00,,
支持新疆棉已经买好6条浴巾了,,,0,0,0,2021-03-31 21:56:00,,
【任意规格搭配拍2件到手价89元】夏天少不了的几件基础款的短袖T轮着穿！产品部这回给大家薅到了“任意两件=89元”的羊毛——麻衣森活23色新疆棉宽松亲子短袖O网页链接，采用40S双纱精疏棉，也是新疆长绒棉，能保持领口永不“变形”，不用担心领口越洗越皱，而且克重210克，绝对不会显得很透很薄，女生要是流汗或者遇到下雨天淋湿了也不害怕啦！而且它的面料真的绝了，越穿越舒服，特别细腻光洁柔软，亲肤得很，买一件是绝对不够穿的，不同的颜色能穿出不同的风格气质噢！成人有23色可选，成色很高级不会太鲜亮，小孩子有6色可选，出去玩的时候穿上亲子装默契十足，百搭又好看。夏天喜欢穿“下半身消失”的女生，也可以买大码的oversize哟！温馨提示，单拍一件不发货哟，这么多颜色挑，索性多买几件随心情换着穿，或者买给闺蜜穿同款也很棒的！,,,0,1,2,2021-03-31 21:55:00,,
接上条，新疆棉花事件并不是全部支持国货/新疆棉花产品抵制洋品牌就万事大吉了1⃣️新疆棉花本身产量这几年在下滑，而且种植技术需要改进，减少农药，查相关报道会发现国家已经在布局【甘肃】【河北】等国内其他地方的棉花种植，所以我们应该新疆棉、甘肃棉一视同仁。2⃣️国内有那么多服装品牌工厂，其中一些也存在化工污染和劳工纠纷，相关新闻可以直接搜索，当然，这些年应该好了一些。3⃣️服装业造成的污染有目共睹，已经成为全球第二大污染源，不管这个品牌用什么地方产棉花，只要污染物超标，那就不应该支持，哪怕是国货品牌，因为它在污染我们脚下的这片土地4⃣️本次事件的核心是新疆劳动者，尊重不同地区的文化差异和语言，是当下最迫切的事#我支持新疆棉花##新疆棉花中国自己还不够用#,,"我支持新疆棉花,新疆棉花中国自己还不够用",0,0,8,2021-03-31 21:54:00,江苏省,扬州市
一组Live～💚镜子有点脏！衣帽间有点乱……不是有点是非常乱🧎‍♀️(跪了)支持MadeinChina！！#新疆棉制品有多好穿#,,新疆棉制品有多好穿,1,17,27,2021-03-31 21:53:00,,
#nba酷图#《空中大灌篮2》21年7月16日在全美上映，届时已耐克抵制新疆棉事件，能不能在大陆过审真的不好说，你们怎么觉得呢,,nba酷图,0,0,0,2021-03-30 23:39:00,,
H&M抵制新疆棉震惊全球！外国网友集体嘲讽！印度网友：我们要向中国学习！UP主:战虎局长#bilibili#OH&M抵制新疆棉震惊全球！外国网友集体嘲讽！印度网友：我们要向中国学习！(哔哩哔哩客户端下载O网页链接),,bilibili,0,0,0,2021-03-30 23:39:00,,
【#央视新疆棉专场直播销售额超2000万元#网友：买了，看了，都是心意！】昨晚，央视新闻#我为新疆棉花代言#带货直播，累计观看人次超过2200万，总销售额超过2000万元。棉被、毛巾、衣物等优质新疆棉制品热销，许多产品一上架就被抢购一空。@尼格买提表示，这场直播是一份心意，谣言会不攻自破！#用一句话安利新疆棉花#，你会说__？L央视新闻的微博视频,,"央视新疆棉专场直播销售额超2000万元,我为新疆棉花代言,用一句话安利新疆棉花",0,0,0,2021-03-30 23:39:00,,
明天看早盘，高开就高走，低开就低走。我估计能往上再窜一下，因为一、市场情绪今天有拉高，二、今晚茅台和银行股发年报都是超预期的好，三、银行板块有菱形整理突破的样子，另交通已经突破上攻，四、中信证券有反弹需求，券商板块周线非常奇怪，3/19那周是明确跌破，我画了4条支撑线都是跌破，然后拉起的力度也不够强，若无强势反弹，券商板块很危险，前期大底形态要破产，去年7月那趟就白走了。这么好的形式没有大问题还是会有上攻的。另外基建相关需要表态了，水泥钢铁这些，大板块行情横了好久了，其中个股有几只跃跃欲试了。有色板块有反弹迹象，黄金肯定不太好，国际金猛杀，明早看有没有长脚，白银是个确认跌破，要到22.23看支撑。环保下杀属于短期涨太快了，等调整完继续进。新疆棉热度快要消退了，pm2.5借着沙尘暴刷存在感。远洋运输没炒起来，再看看后续。急涨不追，看支撑压力，N字可追。急跌看量和支撑位，假跌洗盘最近不少。特别是抱团股已经腰斩的，不调整就急跌，骗的几率大些。,,,1,0,2,2021-03-30 23:36:00,,
想知道是不是新疆棉我是同性恋#我支持新疆棉花#,,我支持新疆棉花,1,0,4,2021-03-30 23:31:00,新疆维吾尔自治区,巴音郭楞蒙古自治州
0点后下单先领劵49元顶瓜瓜新疆棉短袖家居服套装(ssRHXbOClAk)///,,,0,0,0,2021-03-30 23:30:00,,
0点后下单先领劵49元顶瓜瓜新疆棉短袖家居服套装(13myXbOx4Ud)///,,,0,0,0,2021-03-30 23:30:00,北京市,
和小陆去逛超市，想买点姨妈巾小陆说，挑挑，买新疆棉的,菏泽·郓城县,,0,1,1,2021-03-30 23:29:00,,
#李宁把新疆棉写在标签上##我支持新疆棉花#,瑞安市,"李宁把新疆棉写在标签上,我支持新疆棉花",0,0,3,2021-03-30 23:26:00,,
【0点】ok酱·夏季纯棉家居睡裤，14.91₲lRVZXbltDX3)/猫人·60支冰丝男士内裤3条装，39.91₲FREmXbliAcU)/顶瓜瓜·新疆棉短袖家居服套装，491₲9XBRXblWIvc)/芝芙莲·内衣洗衣液500ml*2，681₲FyTKXblSNLb)/洁霸·家庭装宝宝婴儿洗衣液10斤，691₲RErvXblTgPE)/TangleAngel·天使梳子（中号），拍下变881₲bcqyXblqMdF)/,,,0,6,3,2021-03-30 23:26:00,,
虽然不是新疆棉，但是我感觉也是支持了一波新疆为自己喜欢喝酒找了个借口#宝宝的少女心#,无锡,宝宝的少女心,0,0,0,2021-03-30 23:26:00,,
零点💥【49】顶瓜瓜纯棉夏季睡衣有两件套和睡裙可选！100%新疆棉的吸湿散热清薄透气样式也很好看出门拿外卖遛狗啥的也不会尴尬！,,,1,3,9,2021-03-30 23:26:00,,
零点💥【49】顶瓜瓜纯棉夏季睡衣有两件套和睡裙可选！100%新疆棉的吸湿散热清薄透气样式也很好看出门拿外卖遛狗啥的也不会尴尬！,,,0,2,0,2021-03-30 23:25:00,,
记者问优衣库创始人柳井正如何看待不使用新疆棉的外资企业被中国消费者抵制时，柳井正表示，该问题本身带有政治色彩，我们保持中立态度。此外他还表示，优衣库在日本国内和中国市场目前发展形势较好，虽然营业额有微弱的减少，但利润额有增长，今后也会将发展重心放在亚洲，争取成为亚洲第一。,,,2,13,48,2021-04-15 10:05:00,,
【#李宁公司回应炒鞋#：设置“门槛”规避炒鞋】“近期，无论是‘新疆棉事件’还是李宁在河南走秀的新闻，都将李宁推向了热搜榜，但我们不希望因为‘天价鞋’上热搜。”李宁公司相关人士在与《证券日报》记者交谈时表示，“‘天价鞋’出现在第三方平台，而不是李宁官网，我们查过，该平台虽然将鞋价标高，但并没有交易量。”O李宁回应“天价鞋”：设置“门槛”规避炒鞋,,李宁公司回应炒鞋,0,0,0,2021-04-15 10:00:00,,
#金牌混剪#费加罗红毯女星比美，杨颖穿高定虽出彩，不及曾黎戴新疆棉上场#娱乐影像力#【我要上热门】L娱圈牛牛的微博视频,,"金牌混剪,娱乐影像力",0,0,1,2021-04-15 09:59:00,,
新疆棉那会儿champion有踩雷吗，想买短袖。。。,,,0,2,1,2021-04-15 09:59:00,,
#新疆棉中国心#我支持新疆棉花！,昌吉市,新疆棉 中国心,0,0,0,2021-04-15 09:41:00,,
瞟到一个姐姐穿着新鞋来上班惹，是抵制新疆棉的一个牌子，有点不知道说什么好现实和网上冲浪差距也太太太大了,,,0,3,3,2021-04-15 09:38:00,云南省,昆明市
