微博正文,发布位置,话题,转发数,评论数,点赞数,发布时间,省,市
#经济时评#【#HM碰瓷新疆棉花别有用心#】对外经济贸易大学国际经济研究院院长桑百川：在西方很多国家里边存在着所谓的自己的价值观，对于中国经济的快速崛起他感到担忧，对于中国企业、中国产业的快速发展所带来的竞争压力，也感到忧心忡忡。H&M本身具有很深的财团背景，我觉得他自己也陷入到纠结之中，他在市场竞争中感受到了中国存在着巨大的商业利益，但同时又宁愿牺牲一些经济利益，迎合西方一些媒体、民众，在战略上配合一些西方政府，选择政治议题，一些所谓的标准，在遏制中国的道路上相互加强合作，帮助他们扼杀中国企业和中国产业，由此来遏制中国经济的快速发展。@第一财经日报O网页链接,,"经济时评,HM碰瓷新疆棉花别有用心",0,0,1,2021-3-30 14:30,,
#台湾专家谈大陆抵制HM#湾湾专家的造谣从来不换花样，原来是大陆人吃不起茶叶蛋、大陆人穷的只能吃咸菜，现在是大陆人没有外汇买商品了，才开始抵制HM，这些搞笑的湾湾专家居然能堂而皇之的在电视节目上连续胡说，不得不承认在抹黑大陆的道路上，湾湾媒体一直是一个小丑的角色，只能靠秀智商来博取关注了。,,台湾专家谈大陆抵制HM,0,1,1,2021-3-30 14:28,,
因为涉疆问题，hm等国外品牌被我打入冷宫不穿啦，但是国产的审美和淘宝美工能不能提高一下，那个图拍的一点购买欲都没有，幸亏提前做了微博功课，要不然真的选不出来,淮安,,0,0,0,2021-3-30 14:28,,
#探访珠海HM耐克线下门店#【实地探访珠海H&M、耐克线下门店：正常营业，暂无关店公告】3月25日，H&M抵制新疆棉事件在网上引发关注，多个线上平台下架H&M商品。3月27日，记者实地探访珠海线下门店，发现位于扬名广场等购物商场的H&M店铺仍正常营业，但客流量相对较少。此外，在该商场，耐克、阿迪达斯等参与抵制新疆棉的品牌，实体门店客流量也较少。耐克门店店员表示，这几天客流量的确有受影响。29日，记者发现，H&M天猫店、小程序、安卓APP仍均处于被下架状态。LN视频的微博视频,,探访珠海HM耐克线下门店,0,0,1,2021-3-30 14:26,,
#易建联nike#政府有说立即禁止耐克吗？淘宝京东得物下架了吗？现在先把hm弄没才是第一耐克根深慢慢来急啥别骂易建联，易建联只是第一场脱鞋穿耐克，这是矛盾问题，当时易建联道歉，后续每场都是穿李宁，第二赛季允许才一直穿nike,,易建联 nike,0,0,0,2021-3-30 14:25,,
#探访珠海HM耐克线下门店#大家加油啊。,,探访珠海HM耐克线下门店,0,0,0,2021-3-30 14:24,,
#探访珠海HM耐克线下门店#我们这也一样啊。,,探访珠海HM耐克线下门店,0,0,0,2021-3-30 14:22,,
#探访珠海HM耐克线下门店#没人就好…,,探访珠海HM耐克线下门店,0,0,2,2021-3-30 14:21,,
好讽刺！宋茜解约HM被hg网友痛骂，抵制她回韩🐟；而阿迪代言人，hg女爱豆Lisa不仅登时尚杂志封面，还是《青春有你3》高价请来的导师，不来现场都有钱拿。这两年在内地捞金不断的BlackPink成员Lisa未有任何表态，一边继续代言阿迪，上时...全文,,,0,0,0,2021-3-30 14:21,,
#HM称中国是非常重要的市场#贱不贱呐,,HM称中国是非常重要的市场,0,0,1,2021-3-31 17:12,,
#HM称中国是非常重要的市场#赶紧滚，麻溜的滚远，话都不会说就回炉重造,,HM称中国是非常重要的市场,0,0,0,2021-3-31 17:12,,
#HM称中国是非常重要的市场#不好意思，我们不要你这个不孝子了,,HM称中国是非常重要的市场,0,0,0,2021-3-31 17:12,,
中国有没有HM真的没差啊那么垃圾的东西，比地摊货还不如好吧不知道为什么很流行？搞不懂，品牌很大吗？质量好很时尚吗？可能姐姐我落伍了，十几年前进去逛过对它没什么好印象也不适合我，后来就再也没进去了,,,0,0,0,2021-3-31 17:12,,
#HM称中国是非常重要的市场#呵～看来是不了解中国人啊，都这样了？还指望原谅？想太多了吧！你当玩儿呢？,,HM称中国是非常重要的市场,0,0,1,2021-3-31 17:12,,
#HM称中国是非常重要的市场#HM永远滚出中国吧！,,HM称中国是非常重要的市场,0,0,0,2021-3-31 17:12,黑龙江省,哈尔滨市
#hm称中国是非常重要的市场#滚远点,,hm称中国是非常重要的市场,0,0,0,2021-3-31 17:12,,
#hm称中国是非常重要的市场#中国不需要你，滚吧，你这个可有可无的品牌，快时尚本来就是很容易代替的，别把自己看的太高,,hm称中国是非常重要的市场,0,0,0,2021-3-31 17:11,,
#HM称中国是非常重要的市场#吐了，咋那么不要脸,,HM称中国是非常重要的市场,0,0,0,2021-3-31 17:11,,
#HM称中国是非常重要的市场#,,HM称中国是非常重要的市场,0,1,1,2021-3-31 17:11,,
#HM称中国是非常重要的市场#关门了才知道你大爷的好滚吧滚吧！衣服质量也不好，哼！,,HM称中国是非常重要的市场,0,0,0,2021-3-31 17:11,,
#HM在华关闭约20家门店#必须全部关掉睁着中国人的钱还侮辱中国。,,HM在华关闭约20家门店,0,0,0,2021-3-31 17:11,,
#HM称中国是非常重要的市场#“我打你骂你侮辱你，但是你对我非常重要，虽然打你我是故意的，我也没想道歉，但你一定要知道，你是我的摇钱树，怎么样，够赞美了吧，那我可以继续侮辱你了吗？”,,HM称中国是非常重要的市场,0,0,1,2021-3-31 17:11,,
HM声明：中国是个非常重要的市场，我们的长期承诺依然坚定。【道歉没来，声明来了…,,,0,0,0,2021-3-31 17:11,,
#HM称中国是非常重要的市场#笑死我了，怎么好意思说出这话的在商言商，别总想着干涉政治哪怕你只损失一分钱政客也不会补偿给你更何况这么大的市场,,HM称中国是非常重要的市场,0,0,2,2021-3-31 17:11,,
#HM称中国是非常重要的市场#通过这次事件，还发现hm这类品牌质量真差，还贵，还丑，国产同类很多很不错，还便宜些,,HM称中国是非常重要的市场,0,0,1,2021-3-31 17:11,,
#HM称中国是非常重要的市场#笑死无人在意滚,,HM称中国是非常重要的市场,0,0,0,2021-3-31 17:11,,
#HM称中国是非常重要的市场#哈哈哈哈哈,,HM称中国是非常重要的市场,0,0,0,2021-3-31 17:11,,
#HM称中国是非常重要的市场#毫无诚意，毫无歉意，毫无悔意的假大空声明，大家只想让你凉，而你却想让自己死滚,,HM称中国是非常重要的市场,0,1,3,2021-3-31 17:11,,
#HM称中国是非常重要的市场#＝中国人钱多我们不能走，不用中国新疆棉花我也要挣你中国人的钱,,HM称中国是非常重要的市场,0,0,0,2021-3-31 17:11,,
#HM称中国是非常重要的市场#我买hm它爸妈的狗头，买个狗屁都好过买hm和阿迪达斯和耐克，我确实买了耐克，但我以后绝对不再买,,HM称中国是非常重要的市场,0,0,7,2021-3-31 16:47,,
#HM称中国是非常重要的市场#嗯嗯我们都知道中国市场很重要，用得着你说嘛,,HM称中国是非常重要的市场,0,0,5,2021-3-31 16:47,河南省,新乡市
#HM称中国是非常重要的市场#谁给你的脸啊真是又当又立,,HM称中国是非常重要的市场,0,0,3,2021-3-31 16:47,,
#HM称中国是非常重要的市场#中国是非常重要的不需要hm的市场,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:47,新疆维吾尔自治区,哈密市
#HM称中国是非常重要的市场#gun,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:47,,
#HM称中国是非常重要的市场#死远点哈，晦气,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:47,,
#HM称中国是非常重要的市场#说了一堆废话，大致意思就是，我不认错，但是我还想赚你们的钱，你们觉得可以吗？我也想说，你觉的可以吗？尼玛,,HM称中国是非常重要的市场,0,2,2,2021-3-31 16:47,,
#HM称中国是非常重要的市场#请自动卷圈，滚出去,,HM称中国是非常重要的市场,0,0,1,2021-3-31 16:47,,
#HM称中国是非常重要的市场#可你并不是那么重要的品牌，经过这次事件真的深刻体验到没什么衣服鞋子是不可取代的,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:47,,
#HM称中国是非常重要的市场#争点气吧他们拿我们当傻子啊,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:47,,
绝对不会买HM,南宁·南宁职业技术学院(罗文校区),,0,0,2,2021-3-31 16:47,山东省,青岛市
#安哥锐评#【想重获信任？看行动不看声明！】今日，#HM声明#称致力于重获中国消费者信任。中国消费者懂外语，不会只看中文声明，还要看英文表态。中国消费者也不会看漂亮话，倒是会看产品上的成分标签！#HM称中国是非常重要的市场#,,"安哥锐评,HM声明,HM称中国是非常重要的市场",15,19,20,2021-3-31 16:47,,
#HM称中国是非常重要的市场#真不要脸，脸呢？现在卑躬屈节的，是为了人民币吧！请你们圆润的离开我们的视线，不想再看见HM,,HM称中国是非常重要的市场,0,0,1,2021-3-31 16:47,,
#HM称中国是非常重要的市场#总结一下：中国对我很重要，我要开始下一轮采购了，我很需要中国市场，但我就是不道歉不承认错误,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:46,,
"#HM称中国是非常重要的市场#还好我从来不买，一句优美的中国话送你，""滚""",,HM称中国是非常重要的市场,0,0,4,2021-3-31 16:46,,
#HM称中国是非常重要的市场#去你奶奶条腿,,HM称中国是非常重要的市场,0,1,1,2021-3-31 16:46,,
#HM称中国是非常重要的市场#我就看着你扯犊子可惜，我们不吃你这一套中国的确是你们重要的市场，可是你们Huang&Miu对于我们来说是多余的品牌，一个地摊货质量级别的牌子还摆谱拿起乔来了，真当自己是个玩意儿了呢？送您一句话，哪凉快哪待着去，好走不送！,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:46,,
#HM称中国是非常重要的市场#不要碧莲不道歉还想赚钱,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:46,,
#HM称中国是非常重要的市场#滚远一点,,HM称中国是非常重要的市场,0,0,1,2021-3-31 16:46,,
#HM称中国是非常重要的市场#我注意到一句话，我们致力于重获中国消费者的信任，所以你们最近几天的业绩是下滑了吗？,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:46,,
#HM称中国是非常重要的市场#滚蛋吧,,HM称中国是非常重要的市场,0,0,0,2021-3-31 19:11,辽宁省,沈阳市
【央视网评H&M声明：H&M何必扭扭捏捏？】#HM最新声明全文没提新疆#3月31日，H&M在一份声明中表示，公司对中国市场的长期承诺“依然坚定”，公司希望做“负责任的采购者，不论在中国还是世界其他地方”。央视网对此评论：H&M公司刚刚发出声明，称对中国市场依然坚定，致力于重获中国消费者信任。这份将近500字的声明，扭扭捏捏，避重就轻，顾左右而言他，基本上是一篇空话满满、缺乏诚意的二流公关文。H&M为什么不大大方方地向消费者致歉？近来这几家洋品牌跟风操弄新疆议题，既然愿意相信谎言、颠倒黑白，就得接受中国消费者的回应了。中国的大门是敞开的，中国的市场是开放的！若真想重获信任、保住市场，就得拿出诚意来，在你们自己挑拨的关键问题上有个立场、表个态度。错了就是错了，扭扭捏捏干啥呢？请少点套路、多点真诚！（央视网）#HM最新财季税前亏超10亿#据彭博31日消息，瑞典服装品牌H&M首席执行官称，据保守估算，2021年将净关店250家，目前#HM在华关闭约20家门店#。此前，据H&M中国官网2月公布的数据，截至2020财年，H&M集团在全球74个市场共开设5018家门店，并于其中52个市场开设网上商店。截至2020年财年年底，H&M在中国内地146个城市共拥有445家门店。据路透社31日报道，H&M当天公布2020年12月至2021年2月财季数据，税前亏损达到13.9亿瑞典克朗（约合人民币10.4亿元），一年前同期的盈利额则为25亿瑞典克朗。分析师此前估计，H&M的亏损数额会达到14.1亿瑞典克朗。H&M表示，将不会在即将到来的年度大会上派发股息，而有可能在今年下半年派发。（界面新闻）,,"HM最新声明全文没提新疆,HM最新财季税前亏超10亿,HM在华关闭约20家门店",0,5,21,2021-3-31 19:11,,
#HM在华关闭约20家门店#直接退出中国市场吧，又不是没有替代品，搁这嚣张啥呢？？,,HM在华关闭约20家门店,0,0,0,2021-3-31 19:10,,
#HM在华关闭约20家门店#中国也可以采取措施了,,HM在华关闭约20家门店,0,0,1,2021-3-31 19:10,,
#HM在华关闭约20家门店#全关好了，拜托🙏🙏🙏,,HM在华关闭约20家门店,0,0,0,2021-3-31 19:10,,
#HM最新声明全文没提新疆#看着就不是道歉，hm从来没有买过，我骄傲,,HM最新声明全文没提新疆,0,0,0,2021-3-31 19:10,,
#HM称中国是非常重要的市场#真无语啊怎么做到让人这么无语的说句实话疫情以来几个快销品牌都指着中国市场赚钱了如果不是中国疫情控制的好经济复苏快指着外国的市场你早倒闭了还有脸干出这种事儿你可早点倒闭吧滚出中国,,HM称中国是非常重要的市场,0,1,0,2021-3-31 19:09,,
#HM在华关闭约20家门店#,,HM在华关闭约20家门店,0,0,1,2021-3-31 19:09,,
#HM在华关闭约20家门店#一路走好，天干物燥，我就不给上柱香了。,,HM在华关闭约20家门店,0,4,6,2021-3-31 19:09,,
#HM在华关闭约20家门店#全部关掉呀,,HM在华关闭约20家门店,0,0,1,2021-3-31 19:09,,
#HM最新财季税前亏超10亿#原来发声明的原因在这儿,,HM最新财季税前亏超10亿,0,0,6,2021-3-31 19:09,,
对于H&M我只想说，快点滚蛋！#HM最新声明全文没提新疆#@H&M,,HM最新声明全文没提新疆,0,8,4,2021-3-31 19:09,,
#HM最新财季税前亏超10亿#祝早日滚出中国，早日破产倒闭，垃圾,广州,HM最新财季税前亏超10亿,0,0,0,2021-3-31 19:09,,
#HM最新声明全文没提新疆#卖得衣服跟垃圾一样，连脸都没了,,HM最新声明全文没提新疆,0,0,0,2021-3-31 19:09,,
老子没错，但是老子还想赚钱，怎么着吧在这我就想代表广大的消费者说一声，你们GunBa#HM最新声明全文没提新疆#,,HM最新声明全文没提新疆,0,1,0,2021-3-31 19:09,,
#HM在华关闭约20家门店#20家也不多啊，毕竟一线城市，门店也有十家左右吧,,HM在华关闭约20家门店,0,0,1,2021-3-31 19:08,,
#HM在华关闭约20家门店#赶紧都关了吧好走不送,,HM在华关闭约20家门店,0,0,3,2021-3-31 19:08,,
#HM在华关闭约20家门店#赶快关闭吧，质量又不好，支持国产品牌衣服，质量好又不贵,西安·紫郡长安,HM在华关闭约20家门店,0,0,0,2021-3-31 19:08,,
HM全文不提新疆艾回全文不提立场真配艾回全员去代言HM吧,,,0,0,0,2021-3-31 18:26,山东省,青岛市
#HM最新财季税前亏超10亿#希望加个0,,HM最新财季税前亏超10亿,0,0,0,2021-3-31 18:26,,
有一说一，HM真的这么一搞很打脸。是不是先前以为中国人上不了外网才搞的新疆棉新闻想恰老外的烂钱。如果反对压迫劳工，抵制新疆棉干嘛，多给工厂钱不就不压迫了？,,,4,34,22,2021-3-31 18:26,福建省,泉州市
#HM在华关闭约20家门店#总之，西安小寨的门店已经关闭了。,,HM在华关闭约20家门店,0,0,11,2021-3-31 18:26,,
穿搭拜拜ZARA、HM｜国牌快时尚UR不香吗L-Hoyee-的微博视频,,,0,1,8,2021-3-31 18:26,,
#HM最新财季税前亏超10亿#读完标题脱口而出:活该,,HM最新财季税前亏超10亿,0,0,8,2021-3-31 18:25,,
#HM最新声明全文没提新疆#中国加油,,HM最新声明全文没提新疆,1,1,11,2021-3-31 18:25,,
#HM最新声明全文没提新疆#真恶心,,HM最新声明全文没提新疆,0,0,0,2021-3-31 18:25,,
hm我特么找了一天也没有找到自己有H&M的东西，于是我把键盘上的H&M扣下来扔了！必须抵制到底#HM最新声明全文没提新疆#,,HM最新声明全文没提新疆,0,8,30,2021-3-31 18:25,,
#HM最新财季税前亏超10亿#该，我希望他破产哈哈哈哈哈,,HM最新财季税前亏超10亿,0,0,0,2021-3-31 18:25,,
神说要有光#羽生名物##HM最新声明全文没提新疆#,,"羽生名物,HM最新声明全文没提新疆",0,0,0,2021-3-31 18:25,,
#HM最新声明全文没提新疆#本来就可有可无的现在又不跟新疆道歉更加可无可无,,HM最新声明全文没提新疆,0,0,4,2021-3-31 18:25,,
#HM在华关闭约20家门店#之后还会增加吧！2021年将净关店250家，目前在中国关闭约20家门店。此前，据H&M中国官网2月公布的数据，截至2020财年，H&M集团在全球74个市场共开设5018家门店，并于其中52个市场开设网上商店。截至2020年财年年底，H&M在中国内地146个城市共拥有445家门店,,HM在华关闭约20家门店,0,0,0,2021-3-31 18:25,广东省,广州市
#HM最新声明全文没提新疆#讲道理一个服装品牌，搞得自己有多稀有多不可或缺一样。你配吗？,,HM最新声明全文没提新疆,0,0,0,2021-3-31 18:25,,
#HM最新声明全文没提新疆#赶紧麻溜的滚！,,HM最新声明全文没提新疆,0,0,0,2021-3-31 18:25,,
#HM最新声明全文没提新疆#全文确实没有提及新疆棉花事宜。你怎么看？H&M的声明你怎么看呢？,广州·广州YH HOTEL（青年阁）,HM最新声明全文没提新疆,0,0,5,2021-3-31 18:25,吉林省,长春市
#HM在华关闭约20家门店#别人我不知道反正我不打算买这个牌子的东西了,,HM在华关闭约20家门店,0,0,8,2021-3-31 18:24,,
#HM最新声明全文没提新疆#这是什么声明，还不如不写，不知所云，看了更生气！,,HM最新声明全文没提新疆,0,0,0,2021-3-31 18:24,,
#HM最新财季税前亏超10亿#他还会继续亏下去的,,HM最新财季税前亏超10亿,0,0,1,2021-3-31 18:24,,
#HM最新财季税前亏超10亿#滚吧谁给你们的脸一边赚着中国的钱一边对中国事务指手画脚的？？？,,HM最新财季税前亏超10亿,0,1,15,2021-3-31 18:24,,
HM是不把自己作死，誓不罢休啊。可以不要再发什么见鬼的声明了吗。恶心死了,,,0,0,0,2021-3-31 15:23,,
#HM声明#HM再发声明:致力于重获中国消费者信任。之前的态度可不是这样，还是想挣钱呗,,HM声明,104,41,81,2021-3-31 15:22,,
#HM再发声明#还想在中国捞钱？tui,,HM再发声明,0,0,7,2021-3-31 15:21,,
#HM声明#HM发布最新声明，大意是：我们将继续在中国赚钱，但是我们不认错不道歉……。,,HM声明,2,111,59,2021-3-31 15:21,,
#HM中国声明#可以滚了做抹布就做抹布抹布做的像衣服就算了抹布卖的跟衣服一样贵就离谱抹布卖的贵就算了还真把自个儿当盘菜了问：你tm哪根葱啊，小葱拌豆腐都轮不到你当主角儿,,,0,0,1,2021-3-31 15:21,,
#HM再发声明#屁话连篇又要当BZ，又要立牌坊送你一个字：滚,,HM再发声明,0,0,0,2021-3-31 15:21,,
你俩能麻溜地滚可以吗每次去商场都会逛hm但是我现在绝对不会走进去👋🏻,,,0,0,0,2021-3-31 15:21,,
HM声明：依然坚定赚中国人的钱。,,,97,292,2807,2021-3-31 15:21,,
HM的发言，总是看不懂，咋回事，难道🐶哥说我智障了是真的嘛～～～,西安,,0,0,0,2021-3-31 15:21,,
hm的质量不是一直很差吗,,,0,0,0,2021-3-31 15:21,,
为什么都在抵制hm，而不抵制同样拒绝采用新疆棉的阿迪，耐克等品牌呢,,,0,0,1,2021-3-31 15:21,,
#HM声明#H&M这个声明让国内大大小小的媒体都发了，这是有偿分发的，国内媒体真是为了钱什么都可以做，稍稍有点底线的媒体，都不会这么做。其次，这个声明真正的目的是为了碰瓷中国，如果牠们还有一点智商的话，应该知道牠们已经凉了，不可能起死回生，至少短期内不会，但牠们依然要发声明，目的就是为了碰瓷，制造自己被中国打压的假象，让海外反华势力大做文章。第三，牠们声明通篇不知所云，避重就轻，云山雾罩，仍然坚持牠们死硬的反动立场，其实还有叫板，恶心中国人的目的。,,HM声明,419,321,8175,2021-3-31 15:20,,
#HM再发声明#本人郑重声明：解决抵制HM，耐克，阿迪达斯，说不买就不买，你们啥时候赔礼道歉，啥时间恢复新疆棉花的采购，啥时候本人考虑买你家的东西，我还不信了，人人如我，祖国必强,,HM再发声明,1,2,29,2021-3-31 15:20,,
HM什么脑回路，他们没脑子还是我们没脑子，赶紧滚吧,苏州,,0,0,0,2021-3-31 15:20,,
#HM#能别恶心人么,淄博·沂源县,HM,0,0,0,2021-3-31 15:20,,
hm笑死我了这就是传说中想站着把钱挣了吗哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈跪都跪不好笑死爹了,,,0,0,2,2021-3-31 15:20,,
#HM再发声明#滚！有多远滚多远！,,HM再发声明,0,0,0,2021-3-31 15:20,,
#HM中国声明#：中国对你们来说仍是重要的市场，但是你们对中国来说是多余的品牌,,,0,0,18,2021-3-31 15:20,,
【#华春莹回应抵制H&M是否为政府要求#】有外媒记者提问说，中国人近日对H&M的愤怒似乎有所消退，这是否意味着中国政府在这一问题上回撤？华春莹：你提这个问题对中国存在严重的误解和偏见。你们认为网上有网民表达了对某一件事情的愤怒，你们就认为是中国政府要求的。中国有14亿人，这14亿人民每个人都有自己的脑袋，每个人都有自己的思想，每个人也都有在网上表达自己想法和感受的权利。关于H&M和新疆棉花之间的关系或者这个问题，这几天中国人民的感情，中国人民的想法立场表达的也非常清楚了。#hm声明称致力于重获中国消费者信任#O外媒记者称中国人对H&M的愤怒似乎有所消退，华春莹回应,,hm声明称致力于重获中国消费者信任,0,6,7,2021-3-31 15:20,,
【港青“帽哥”怒怼H&M:做自媒体是为了让港人了解祖国】近日，网名“帽哥basa”的香港青年梁可民@帽哥basa在网上走红，“#香港青年怒怼HM应关心衣服质量#”词条一度登上微博热搜第一，并被人民日报官博“翻牌”。梁可民说，现在每周会在YouTube上直播，主要面向香港的爱国人士。希望以直播以及连线嘉宾的方式，让港人更了解祖国的真实情况。#HM声明##HM最新声明全文没提新疆#O港青「帽哥」怒懟H&M:做自媒體是為了讓港人了解祖國L香港文匯網的微博视频,,"香港青年怒怼HM应关心衣服质量,HM声明,HM最新声明全文没提新疆",69,82,1831,2021-3-31 15:19,,
hm抢到了抢到了，睡了睡了,,,0,0,0,2021-3-11 0:45,,
咋就没货了？卡了半天？hmsimonerocha不想卖别卖,,,0,2,2,2021-3-11 0:44,,
hm你不想卖衣服就直说，官网卡半小时，天猫就那十多件的量让全国人民抢什么,,,0,2,2,2021-3-11 0:44,,
#hmxsimonerocha#气死，买一件就不想买了，88,,hm x simone rocha,0,0,0,2021-3-11 0:44,,
居然抢到了SimoneRocha跟Hm的合作款！,,,0,0,0,2021-3-11 0:43,,
hm真的够了我只是想要那条格子拼接裙没有她我会不开心的,,,0,0,0,2021-3-11 0:43,,
#hmxsimonerocha#和男朋友一起刷了半小时卡成狗才付款成功，才终于买齐想要的，这系统能气死人，最好明天不要给我搞什么没货退款的操作,,hm x simone rocha,0,2,1,2021-3-11 0:43,,
hm我这辈子没见过你这么垃圾的网络连app和网页都搞不来你来卖什么限量款？？？,,,0,2,0,2021-3-11 0:43,,
#SimoneRochaxH&M设计师合作系列#我的评分：浪费感情，没有诚意什么破玩意，自己官网系统不行就把库存放在天猫旗舰店啊，等了一晚上每步都卡，浪费感情，永远再见HM！！！,,,0,0,3,2021-3-11 0:42,,
#hmxsimonerocha#！坚持不懈,,hm x simone rocha,0,8,2,2021-3-11 0:41,,
#hmxsimonerocha#所以衣服都是网红博主早就穿了，然后我们抢着买都买不到的可怜库存,,hm x simone rocha,0,0,1,2021-3-11 0:40,,
大半夜给爷气笑了，不想卖可以直说哈#hmxsimonerocha#,,hm x simone rocha,0,0,0,2021-3-11 0:40,,
#hmxsimonerocha#我会想念小雅@雅鲁藏布江女人,,hm x simone rocha,0,0,2,2021-3-11 0:40,,
#hmxsimonerocha#👋👋别维护了、直接闭店吧,,hm x simone rocha,0,0,3,2021-3-11 0:39,,
大晚上守hmXsimonerocha合作款，等得很寂寞，系统崩得离谱，云计算的弹性伸缩了解下好么#hm##hmxsimonerocha#,,"hm,hm x simone rocha",0,1,0,2021-3-11 0:39,,
hm不诚心卖衣服,,,0,0,1,2021-3-11 0:38,江苏省,南京市
#hmxsimonerocha#线上日常无缘好在线下拿到了,北京,hm x simone rocha,0,3,0,2021-3-11 0:38,,
#hmxsimonerocha#？？？,,hm x simone rocha,0,0,0,2021-3-11 0:38,,
HM今年的合作款未免过于精彩…APP第二度崩溃了,,,0,0,0,2021-3-11 0:38,,
希望有一天我也能随随便便就买下SimoneRochaxhm哈,,,0,0,1,2021-3-11 0:38,河南省,洛阳市
#HM在华关闭约20家门店#看了它的声明认为它应该关完所有门店，东西款式难看，质量不好，价格还高，没有存在的理由啦！,,HM在华关闭约20家门店,0,0,0,2021-4-1 7:19,浙江省,嘉兴市
#HM在华关闭约20家门店#尽快全部撤离吧,,HM在华关闭约20家门店,0,0,0,2021-4-1 7:19,,
HM一通空话声明，请HM滚出中国，中国不欢迎你#HM最新声明全文没提新疆#HM全文如下：我们还想继续在中国赚钱，但是我们不认错不道歉……“致力于……”一通废话。#运动搞笑#,,"HM最新声明全文没提新疆,运动搞笑",0,0,3,2021-4-1 7:18,,
#HM在华关闭约20家门店#昨天路过阿迪达斯满满的人……耐克人很少，以前也是满满的人～,苏州,HM在华关闭约20家门店,0,2,2,2021-4-1 7:17,,
#HM在华关闭约20家门店#这还只是开始呢，等着看你彻底滚出中国！,溧阳市,HM在华关闭约20家门店,0,0,1,2021-4-1 7:17,,
#HM最新声明全文没提新疆#难道一个真诚的道歉就这么难吗？一点诚意都没有！,南昌,HM最新声明全文没提新疆,0,1,2,2021-4-1 7:16,,
#HM在华关闭约20家门店#质量款式本来就好差，发声明也不道歉，满口空话糊弄人，都关了吧，,,HM在华关闭约20家门店,0,0,0,2021-4-1 7:16,,
#HM最新声明全文没提新疆#H&M最新财季税前亏损超10亿元，目前在华关闭约20家门店。网友：该L吉林共青团的微博视频,,HM最新声明全文没提新疆,1,3,13,2021-4-1 7:15,,
#HM在华关闭约20家门店#我们的爱国到底是不是那些国人说的：有条件的，脑热的，短暂的，没有结果的呢？有可能对吧，我想说：请滚出中国，谢谢。,,HM在华关闭约20家门店,0,0,0,2021-4-1 7:13,,
#HM在华关闭约20家门店##HM在华关闭约20家门店#坐等全关,,HM在华关闭约20家门店,0,0,0,2021-4-1 7:13,,
善良要长出牙齿，要不然就是软弱。——（看见HM门前蹲的小伙）,,,0,0,0,2021-4-1 7:11,,
我提出了问题“为什么新浪不能注销hm的微博？”。O为什么新浪不能注销hm的微博？@HM中国,,,0,0,0,2021-4-1 7:10,,
结果:hm最后会在事情发酵的顶端道歉然后等风平浪静继续圈钱，这期间股价肯定跌但最后会暴涨。,,,0,0,1,2021-4-1 7:06,,
#HM在华关闭约20家门店#关门大吉再接再厉@HM中国,,HM在华关闭约20家门店,0,0,0,2021-4-1 7:05,,
青岛三中【#H&M最新财季税前亏损超10亿元#，#HM在华关闭约20家门店#】据彭博31日消息，瑞典服装品牌H&M首席执行官称，据保守估算，2021年将净关店250家，目前在中国关闭约20家门店。,,HM在华关闭约20家门店,0,0,0,2021-4-1 7:05,,
我提出了问题“为什么要禁止中国新疆棉呢?”。O为什么要禁止中国新疆棉呢?@HM中国,,,0,0,0,2021-4-1 7:05,北京市,
分享一切美好的人和事#HM在华关闭约20家门店#一路走好,,HM在华关闭约20家门店,0,0,0,2021-4-1 7:04,,
美国大选2020HM，耐克？声音越来越少了，好像这股风过去了吧？？哈哈哈…一切都是有指挥的你看到的，你听到的，或者你认为的，都是让你看，让你听，带风向的新闻现在疫苗成了当下的热门了,,,0,1,2,2021-4-1 7:03,,
#HM最新声明全文没提新疆#hm是想上热搜了，生怕大家把他抵制新疆棉花的事儿给忘了。,,HM最新声明全文没提新疆,0,0,0,2021-4-1 7:00,,
#我们是不是没有批评的权利了#我们还可以批评HM哈哈哈,,我们是不是没有批评的权利了,0,0,0,2021-4-1 7:00,,
#探访珠海HM耐克线下门店#建议关门。,,探访珠海HM耐克线下门店,0,0,5,2021-3-30 14:20,,
#探访珠海HM耐克线下门店#赶紧倒闭吧。,,探访珠海HM耐克线下门店,0,0,0,2021-3-30 14:20,,
#新疆官员喊话HM中国人民是不好惹的#娱乐界集体发力，为什么体育界整体装鳖？,,新疆官员喊话HM中国人民是不好惹的,0,0,2,2021-3-30 14:15,,
【花发辙rap】打南边来个古力娜扎，手里提了五双毛袜，打北边来了个迪丽热巴，腰里别着一只手帕，美女说它们的原料都是新疆棉花，HM就是带头傻瓜，谁也别想借机碰瓷反华。,,,2,1,10,2021-3-30 14:15,,
